This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Account Statement for D-68011054 (margin) since 8/15/25 through 4/6/26

Cash Balance
DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
,8/27/25,01:00:00,BAL,--,Cash balance at the start of the business day 27.08 CST.,--,--,--,$0.00
,8/28/25,01:00:00,BAL,--,Cash balance at the start of the business day 28.08 CST.,--,--,--,$0.00
,8/29/25,01:00:00,BAL,--,Cash balance at the start of the business day 29.08 CST.,--,--,--,$0.00
,8/30/25,00:11:15,FND,="5228994926",Initial forex money transfer.,--,"10,000.00","$10,000.00","$10,000.00"
,8/30/25,01:00:00,BAL,--,Cash balance at the start of the business day 30.08 CST.,--,--,--,$0.00
,8/31/25,01:00:00,BAL,--,Cash balance at the start of the business day 31.08 CST.,--,--,--,"$10,000.00"
,9/1/25,01:00:00,BAL,--,Cash balance at the start of the business day 01.09 CST.,--,--,--,"$10,000.00"
,9/2/25,01:00:00,BAL,--,Cash balance at the start of the business day 02.09 CST.,--,--,--,"$10,000.00"
,9/3/25,01:00:00,BAL,--,Cash balance at the start of the business day 03.09 CST.,--,--,--,"$10,000.00"
,9/4/25,01:00:00,BAL,--,Cash balance at the start of the business day 04.09 CST.,--,--,--,"$10,000.00"
,9/5/25,01:00:00,BAL,--,Cash balance at the start of the business day 05.09 CST.,--,--,--,"$10,000.00"
,9/6/25,01:00:00,BAL,--,Cash balance at the start of the business day 06.09 CST.,--,--,--,"$10,000.00"
,9/7/25,01:00:00,BAL,--,Cash balance at the start of the business day 07.09 CST.,--,--,--,"$10,000.00"
,9/8/25,01:00:00,BAL,--,Cash balance at the start of the business day 08.09 CST.,--,--,--,"$10,000.00"
,9/9/25,01:00:00,BAL,--,Cash balance at the start of the business day 09.09 CST.,--,--,--,"$10,000.00"
,9/10/25,01:00:00,BAL,--,Cash balance at the start of the business day 10.09 CST.,--,--,--,"$10,000.00"
,9/11/25,01:00:00,BAL,--,Cash balance at the start of the business day 11.09 CST.,--,--,--,"$10,000.00"
,9/12/25,01:00:00,BAL,--,Cash balance at the start of the business day 12.09 CST.,--,--,--,"$10,000.00"
,9/13/25,01:00:00,BAL,--,Cash balance at the start of the business day 13.09 CST.,--,--,--,"$10,000.00"
,9/14/25,01:00:00,BAL,--,Cash balance at the start of the business day 14.09 CST.,--,--,--,"$10,000.00"
,9/15/25,01:00:00,BAL,--,Cash balance at the start of the business day 15.09 CST.,--,--,--,"$10,000.00"
,9/16/25,01:00:00,BAL,--,Cash balance at the start of the business day 16.09 CST.,--,--,--,"$10,000.00"
,9/17/25,01:00:00,BAL,--,Cash balance at the start of the business day 17.09 CST.,--,--,--,"$10,000.00"
,9/18/25,01:00:00,BAL,--,Cash balance at the start of the business day 18.09 CST.,--,--,--,"$10,000.00"
,9/19/25,01:00:00,BAL,--,Cash balance at the start of the business day 19.09 CST.,--,--,--,"$10,000.00"
,9/20/25,01:00:00,BAL,--,Cash balance at the start of the business day 20.09 CST.,--,--,--,"$10,000.00"
,9/21/25,01:00:00,BAL,--,Cash balance at the start of the business day 21.09 CST.,--,--,--,"$10,000.00"
,9/22/25,01:00:00,BAL,--,Cash balance at the start of the business day 22.09 CST.,--,--,--,"$10,000.00"
,9/23/25,01:00:00,BAL,--,Cash balance at the start of the business day 23.09 CST.,--,--,--,"$10,000.00"
,9/24/25,01:00:00,BAL,--,Cash balance at the start of the business day 24.09 CST.,--,--,--,"$10,000.00"
,9/25/25,01:00:00,BAL,--,Cash balance at the start of the business day 25.09 CST.,--,--,--,"$10,000.00"
,9/26/25,01:00:00,BAL,--,Cash balance at the start of the business day 26.09 CST.,--,--,--,"$10,000.00"
,9/27/25,01:00:00,BAL,--,Cash balance at the start of the business day 27.09 CST.,--,--,--,"$10,000.00"
,9/28/25,01:00:00,BAL,--,Cash balance at the start of the business day 28.09 CST.,--,--,--,"$10,000.00"
,9/29/25,01:00:00,BAL,--,Cash balance at the start of the business day 29.09 CST.,--,--,--,"$10,000.00"
,9/30/25,01:00:00,BAL,--,Cash balance at the start of the business day 30.09 CST.,--,--,--,"$10,000.00"
,10/1/25,01:00:00,BAL,--,Cash balance at the start of the business day 01.10 CST.,--,--,--,"$10,000.00"
,10/2/25,01:00:00,BAL,--,Cash balance at the start of the business day 02.10 CST.,--,--,--,"$10,000.00"
,10/3/25,01:00:00,BAL,--,Cash balance at the start of the business day 03.10 CST.,--,--,--,"$10,000.00"
,10/4/25,01:00:00,BAL,--,Cash balance at the start of the business day 04.10 CST.,--,--,--,"$10,000.00"
,10/5/25,01:00:00,BAL,--,Cash balance at the start of the business day 05.10 CST.,--,--,--,"$10,000.00"
,10/6/25,01:00:00,BAL,--,Cash balance at the start of the business day 06.10 CST.,--,--,--,"$10,000.00"
,10/7/25,01:00:00,BAL,--,Cash balance at the start of the business day 07.10 CST.,--,--,--,"$10,000.00"
,10/8/25,01:00:00,BAL,--,Cash balance at the start of the business day 08.10 CST.,--,--,--,"$10,000.00"
,10/9/25,01:00:00,BAL,--,Cash balance at the start of the business day 09.10 CST.,--,--,--,"$10,000.00"
,10/10/25,01:00:00,BAL,--,Cash balance at the start of the business day 10.10 CST.,--,--,--,"$10,000.00"
,10/11/25,01:00:00,BAL,--,Cash balance at the start of the business day 11.10 CST.,--,--,--,"$10,000.00"
,10/12/25,01:00:00,BAL,--,Cash balance at the start of the business day 12.10 CST.,--,--,--,"$10,000.00"
,10/13/25,01:00:00,BAL,--,Cash balance at the start of the business day 13.10 CST.,--,--,--,"$10,000.00"
,10/14/25,01:00:00,BAL,--,Cash balance at the start of the business day 14.10 CST.,--,--,--,"$10,000.00"
,10/15/25,01:00:00,BAL,--,Cash balance at the start of the business day 15.10 CST.,--,--,--,"$10,000.00"
,10/16/25,01:00:00,BAL,--,Cash balance at the start of the business day 16.10 CST.,--,--,--,"$10,000.00"
,10/17/25,01:00:00,BAL,--,Cash balance at the start of the business day 17.10 CST.,--,--,--,"$10,000.00"
,10/18/25,01:00:00,BAL,--,Cash balance at the start of the business day 18.10 CST.,--,--,--,"$10,000.00"
,10/19/25,01:00:00,BAL,--,Cash balance at the start of the business day 19.10 CST.,--,--,--,"$10,000.00"
,10/20/25,01:00:00,BAL,--,Cash balance at the start of the business day 20.10 CST.,--,--,--,"$10,000.00"
,10/21/25,01:00:00,BAL,--,Cash balance at the start of the business day 21.10 CST.,--,--,--,"$10,000.00"
,10/22/25,01:00:00,BAL,--,Cash balance at the start of the business day 22.10 CST.,--,--,--,"$10,000.00"
,10/23/25,01:00:00,BAL,--,Cash balance at the start of the business day 23.10 CST.,--,--,--,"$10,000.00"
,10/24/25,01:00:00,BAL,--,Cash balance at the start of the business day 24.10 CST.,--,--,--,"$10,000.00"
,10/25/25,01:00:00,BAL,--,Cash balance at the start of the business day 25.10 CST.,--,--,--,"$10,000.00"
,10/26/25,01:00:00,BAL,--,Cash balance at the start of the business day 26.10 CST.,--,--,--,"$10,000.00"
,10/27/25,01:00:00,BAL,--,Cash balance at the start of the business day 27.10 CST.,--,--,--,"$10,000.00"
,10/28/25,01:00:00,BAL,--,Cash balance at the start of the business day 28.10 CST.,--,--,--,"$10,000.00"
,10/29/25,01:00:00,BAL,--,Cash balance at the start of the business day 29.10 CST.,--,--,--,"$10,000.00"
,10/30/25,01:00:00,BAL,--,Cash balance at the start of the business day 30.10 CST.,--,--,--,"$10,000.00"
,10/31/25,01:00:00,BAL,--,Cash balance at the start of the business day 31.10 CST.,--,--,--,"$10,000.00"
,11/1/25,01:00:00,BAL,--,Cash balance at the start of the business day 01.11 CST.,--,--,--,"$10,000.00"
,11/2/25,01:00:00,BAL,--,Cash balance at the start of the business day 02.11 CST.,--,--,--,"$10,000.00"
,11/3/25,01:00:00,BAL,--,Cash balance at the start of the business day 03.11 CST.,--,--,--,"$10,000.00"
,11/4/25,01:00:00,BAL,--,Cash balance at the start of the business day 04.11 CST.,--,--,--,"$10,000.00"
,11/5/25,01:00:00,BAL,--,Cash balance at the start of the business day 05.11 CST.,--,--,--,"$10,000.00"
,11/6/25,01:00:00,BAL,--,Cash balance at the start of the business day 06.11 CST.,--,--,--,"$10,000.00"
,11/7/25,01:00:00,BAL,--,Cash balance at the start of the business day 07.11 CST.,--,--,--,"$10,000.00"
,11/8/25,01:00:00,BAL,--,Cash balance at the start of the business day 08.11 CST.,--,--,--,"$10,000.00"
,11/9/25,01:00:00,BAL,--,Cash balance at the start of the business day 09.11 CST.,--,--,--,"$10,000.00"
,11/10/25,01:00:00,BAL,--,Cash balance at the start of the business day 10.11 CST.,--,--,--,"$10,000.00"
,11/11/25,01:00:00,BAL,--,Cash balance at the start of the business day 11.11 CST.,--,--,--,"$10,000.00"
,11/12/25,01:00:00,BAL,--,Cash balance at the start of the business day 12.11 CST.,--,--,--,"$10,000.00"
,11/13/25,01:00:00,BAL,--,Cash balance at the start of the business day 13.11 CST.,--,--,--,"$10,000.00"
,11/14/25,01:00:00,BAL,--,Cash balance at the start of the business day 14.11 CST.,--,--,--,"$10,000.00"
,11/15/25,01:00:00,BAL,--,Cash balance at the start of the business day 15.11 CST.,--,--,--,"$10,000.00"
,11/16/25,01:00:00,BAL,--,Cash balance at the start of the business day 16.11 CST.,--,--,--,"$10,000.00"
,11/17/25,01:00:00,BAL,--,Cash balance at the start of the business day 17.11 CST.,--,--,--,"$10,000.00"
,11/18/25,01:00:00,BAL,--,Cash balance at the start of the business day 18.11 CST.,--,--,--,"$10,000.00"
,11/19/25,01:00:00,BAL,--,Cash balance at the start of the business day 19.11 CST.,--,--,--,"$10,000.00"
,11/20/25,01:00:00,BAL,--,Cash balance at the start of the business day 20.11 CST.,--,--,--,"$10,000.00"
,11/21/25,01:00:00,BAL,--,Cash balance at the start of the business day 21.11 CST.,--,--,--,"$10,000.00"
,11/22/25,01:00:00,BAL,--,Cash balance at the start of the business day 22.11 CST.,--,--,--,"$10,000.00"
,11/23/25,01:00:00,BAL,--,Cash balance at the start of the business day 23.11 CST.,--,--,--,"$10,000.00"
,11/24/25,01:00:00,BAL,--,Cash balance at the start of the business day 24.11 CST.,--,--,--,"$10,000.00"
,11/25/25,01:00:00,BAL,--,Cash balance at the start of the business day 25.11 CST.,--,--,--,"$10,000.00"
,11/26/25,01:00:00,BAL,--,Cash balance at the start of the business day 26.11 CST.,--,--,--,"$10,000.00"
,11/27/25,01:00:00,BAL,--,Cash balance at the start of the business day 27.11 CST.,--,--,--,"$10,000.00"
,11/28/25,01:00:00,BAL,--,Cash balance at the start of the business day 28.11 CST.,--,--,--,"$10,000.00"
,11/29/25,01:00:00,BAL,--,Cash balance at the start of the business day 29.11 CST.,--,--,--,"$10,000.00"
,11/30/25,01:00:00,BAL,--,Cash balance at the start of the business day 30.11 CST.,--,--,--,"$10,000.00"
,12/1/25,01:00:00,BAL,--,Cash balance at the start of the business day 01.12 CST.,--,--,--,"$10,000.00"
,12/2/25,01:00:00,BAL,--,Cash balance at the start of the business day 02.12 CST.,--,--,--,"$10,000.00"
,12/3/25,01:00:00,BAL,--,Cash balance at the start of the business day 03.12 CST.,--,--,--,"$10,000.00"
,12/4/25,01:00:00,BAL,--,Cash balance at the start of the business day 04.12 CST.,--,--,--,"$10,000.00"
,12/5/25,01:00:00,BAL,--,Cash balance at the start of the business day 05.12 CST.,--,--,--,"$10,000.00"
,12/6/25,01:00:00,BAL,--,Cash balance at the start of the business day 06.12 CST.,--,--,--,"$10,000.00"
,12/7/25,01:00:00,BAL,--,Cash balance at the start of the business day 07.12 CST.,--,--,--,"$10,000.00"
,12/8/25,01:00:00,BAL,--,Cash balance at the start of the business day 08.12 CST.,--,--,--,"$10,000.00"
,12/9/25,01:00:00,BAL,--,Cash balance at the start of the business day 09.12 CST.,--,--,--,"$10,000.00"
,12/10/25,01:00:00,BAL,--,Cash balance at the start of the business day 10.12 CST.,--,--,--,"$10,000.00"
,12/11/25,01:00:00,BAL,--,Cash balance at the start of the business day 11.12 CST.,--,--,--,"$10,000.00"
,12/12/25,01:00:00,BAL,--,Cash balance at the start of the business day 12.12 CST.,--,--,--,"$10,000.00"
,12/13/25,01:00:00,BAL,--,Cash balance at the start of the business day 13.12 CST.,--,--,--,"$10,000.00"
,12/14/25,01:00:00,BAL,--,Cash balance at the start of the business day 14.12 CST.,--,--,--,"$10,000.00"
,12/15/25,01:00:00,BAL,--,Cash balance at the start of the business day 15.12 CST.,--,--,--,"$10,000.00"
,12/16/25,01:00:00,BAL,--,Cash balance at the start of the business day 16.12 CST.,--,--,--,"$10,000.00"
,12/17/25,01:00:00,BAL,--,Cash balance at the start of the business day 17.12 CST.,--,--,--,"$10,000.00"
,12/18/25,01:00:00,BAL,--,Cash balance at the start of the business day 18.12 CST.,--,--,--,"$10,000.00"
,12/19/25,01:00:00,BAL,--,Cash balance at the start of the business day 19.12 CST.,--,--,--,"$10,000.00"
,12/20/25,01:00:00,BAL,--,Cash balance at the start of the business day 20.12 CST.,--,--,--,"$10,000.00"
,12/21/25,01:00:00,BAL,--,Cash balance at the start of the business day 21.12 CST.,--,--,--,"$10,000.00"
,12/22/25,01:00:00,BAL,--,Cash balance at the start of the business day 22.12 CST.,--,--,--,"$10,000.00"
,12/23/25,01:00:00,BAL,--,Cash balance at the start of the business day 23.12 CST.,--,--,--,"$10,000.00"
,12/24/25,01:00:00,BAL,--,Cash balance at the start of the business day 24.12 CST.,--,--,--,"$10,000.00"
,12/25/25,01:00:00,BAL,--,Cash balance at the start of the business day 25.12 CST.,--,--,--,"$10,000.00"
,12/26/25,01:00:00,BAL,--,Cash balance at the start of the business day 26.12 CST.,--,--,--,"$10,000.00"
,12/27/25,01:00:00,BAL,--,Cash balance at the start of the business day 27.12 CST.,--,--,--,"$10,000.00"
,12/28/25,01:00:00,BAL,--,Cash balance at the start of the business day 28.12 CST.,--,--,--,"$10,000.00"
,12/29/25,01:00:00,BAL,--,Cash balance at the start of the business day 29.12 CST.,--,--,--,"$10,000.00"
,12/30/25,01:00:00,BAL,--,Cash balance at the start of the business day 30.12 CST.,--,--,--,"$10,000.00"
,12/31/25,01:00:00,BAL,--,Cash balance at the start of the business day 31.12 CST.,--,--,--,"$10,000.00"
,1/1/26,01:00:00,BAL,--,Cash balance at the start of the business day 01.01 CST.,--,--,--,"$10,000.00"
,1/2/26,01:00:00,BAL,--,Cash balance at the start of the business day 02.01 CST.,--,--,--,"$10,000.00"
,1/3/26,01:00:00,BAL,--,Cash balance at the start of the business day 03.01 CST.,--,--,--,"$10,000.00"
,1/4/26,01:00:00,BAL,--,Cash balance at the start of the business day 04.01 CST.,--,--,--,"$10,000.00"
,1/5/26,01:00:00,BAL,--,Cash balance at the start of the business day 05.01 CST.,--,--,--,"$10,000.00"
,1/6/26,01:00:00,BAL,--,Cash balance at the start of the business day 06.01 CST.,--,--,--,"$10,000.00"
,1/7/26,01:00:00,BAL,--,Cash balance at the start of the business day 07.01 CST.,--,--,--,"$10,000.00"
,1/8/26,01:00:00,BAL,--,Cash balance at the start of the business day 08.01 CST.,--,--,--,"$10,000.00"
,1/9/26,01:00:00,BAL,--,Cash balance at the start of the business day 09.01 CST.,--,--,--,"$10,000.00"
,1/10/26,01:00:00,BAL,--,Cash balance at the start of the business day 10.01 CST.,--,--,--,"$10,000.00"
,1/11/26,01:00:00,BAL,--,Cash balance at the start of the business day 11.01 CST.,--,--,--,"$10,000.00"
,1/12/26,01:00:00,BAL,--,Cash balance at the start of the business day 12.01 CST.,--,--,--,"$10,000.00"
,1/13/26,01:00:00,BAL,--,Cash balance at the start of the business day 13.01 CST.,--,--,--,"$10,000.00"
,1/14/26,01:00:00,BAL,--,Cash balance at the start of the business day 14.01 CST.,--,--,--,"$10,000.00"
,1/15/26,01:00:00,BAL,--,Cash balance at the start of the business day 15.01 CST.,--,--,--,"$10,000.00"
,1/16/26,01:00:00,BAL,--,Cash balance at the start of the business day 16.01 CST.,--,--,--,"$10,000.00"
,1/17/26,01:00:00,BAL,--,Cash balance at the start of the business day 17.01 CST.,--,--,--,"$10,000.00"
,1/18/26,01:00:00,BAL,--,Cash balance at the start of the business day 18.01 CST.,--,--,--,"$10,000.00"
,1/19/26,01:00:00,BAL,--,Cash balance at the start of the business day 19.01 CST.,--,--,--,"$10,000.00"
,1/20/26,01:00:00,BAL,--,Cash balance at the start of the business day 20.01 CST.,--,--,--,"$10,000.00"
,1/21/26,01:00:00,BAL,--,Cash balance at the start of the business day 21.01 CST.,--,--,--,"$10,000.00"
,1/22/26,01:00:00,BAL,--,Cash balance at the start of the business day 22.01 CST.,--,--,--,"$10,000.00"
,1/23/26,01:00:00,BAL,--,Cash balance at the start of the business day 23.01 CST.,--,--,--,"$10,000.00"
,1/24/26,01:00:00,BAL,--,Cash balance at the start of the business day 24.01 CST.,--,--,--,"$10,000.00"
,1/25/26,01:00:00,BAL,--,Cash balance at the start of the business day 25.01 CST.,--,--,--,"$10,000.00"
,1/26/26,01:00:00,BAL,--,Cash balance at the start of the business day 26.01 CST.,--,--,--,"$10,000.00"
,1/27/26,01:00:00,BAL,--,Cash balance at the start of the business day 27.01 CST.,--,--,--,"$10,000.00"
,1/28/26,01:00:00,BAL,--,Cash balance at the start of the business day 28.01 CST.,--,--,--,"$10,000.00"
,1/29/26,01:00:00,BAL,--,Cash balance at the start of the business day 29.01 CST.,--,--,--,"$10,000.00"
,1/30/26,01:00:00,BAL,--,Cash balance at the start of the business day 30.01 CST.,--,--,--,"$10,000.00"
,1/31/26,01:00:00,BAL,--,Cash balance at the start of the business day 31.01 CST.,--,--,--,"$10,000.00"
,2/1/26,01:00:00,BAL,--,Cash balance at the start of the business day 01.02 CST.,--,--,--,"$10,000.00"
,2/2/26,01:00:00,BAL,--,Cash balance at the start of the business day 02.02 CST.,--,--,--,"$10,000.00"
,2/3/26,01:00:00,BAL,--,Cash balance at the start of the business day 03.02 CST.,--,--,--,"$10,000.00"
,2/4/26,01:00:00,BAL,--,Cash balance at the start of the business day 04.02 CST.,--,--,--,"$10,000.00"
,2/5/26,01:00:00,BAL,--,Cash balance at the start of the business day 05.02 CST.,--,--,--,"$10,000.00"
,2/6/26,01:00:00,BAL,--,Cash balance at the start of the business day 06.02 CST.,--,--,--,"$10,000.00"
,2/7/26,01:00:00,BAL,--,Cash balance at the start of the business day 07.02 CST.,--,--,--,"$10,000.00"
,2/8/26,01:00:00,BAL,--,Cash balance at the start of the business day 08.02 CST.,--,--,--,"$10,000.00"
,2/9/26,01:00:00,BAL,--,Cash balance at the start of the business day 09.02 CST.,--,--,--,"$10,000.00"
,2/10/26,01:00:00,BAL,--,Cash balance at the start of the business day 10.02 CST.,--,--,--,"$10,000.00"
,2/11/26,01:00:00,BAL,--,Cash balance at the start of the business day 11.02 CST.,--,--,--,"$10,000.00"
,2/12/26,01:00:00,BAL,--,Cash balance at the start of the business day 12.02 CST.,--,--,--,"$10,000.00"
,2/13/26,01:00:00,BAL,--,Cash balance at the start of the business day 13.02 CST.,--,--,--,"$10,000.00"
,2/14/26,01:00:00,BAL,--,Cash balance at the start of the business day 14.02 CST.,--,--,--,"$10,000.00"
,2/15/26,01:00:00,BAL,--,Cash balance at the start of the business day 15.02 CST.,--,--,--,"$10,000.00"
,2/16/26,01:00:00,BAL,--,Cash balance at the start of the business day 16.02 CST.,--,--,--,"$10,000.00"
,2/17/26,01:00:00,BAL,--,Cash balance at the start of the business day 17.02 CST.,--,--,--,"$10,000.00"
,2/18/26,01:00:00,BAL,--,Cash balance at the start of the business day 18.02 CST.,--,--,--,"$10,000.00"
,2/19/26,01:00:00,BAL,--,Cash balance at the start of the business day 19.02 CST.,--,--,--,"$10,000.00"
,2/20/26,01:00:00,BAL,--,Cash balance at the start of the business day 20.02 CST.,--,--,--,"$10,000.00"
,2/21/26,01:00:00,BAL,--,Cash balance at the start of the business day 21.02 CST.,--,--,--,"$10,000.00"
,2/22/26,01:00:00,BAL,--,Cash balance at the start of the business day 22.02 CST.,--,--,--,"$10,000.00"
,2/23/26,01:00:00,BAL,--,Cash balance at the start of the business day 23.02 CST.,--,--,--,"$10,000.00"
,2/24/26,01:00:00,BAL,--,Cash balance at the start of the business day 24.02 CST.,--,--,--,"$10,000.00"
,2/25/26,01:00:00,BAL,--,Cash balance at the start of the business day 25.02 CST.,--,--,--,"$10,000.00"
,2/26/26,01:00:00,BAL,--,Cash balance at the start of the business day 26.02 CST.,--,--,--,"$10,000.00"
,2/27/26,01:00:00,BAL,--,Cash balance at the start of the business day 27.02 CST.,--,--,--,"$10,000.00"
,2/28/26,01:00:00,BAL,--,Cash balance at the start of the business day 28.02 CST.,--,--,--,"$10,000.00"
,3/1/26,01:00:00,BAL,--,Cash balance at the start of the business day 01.03 CST.,--,--,--,"$10,000.00"
,3/2/26,01:00:00,BAL,--,Cash balance at the start of the business day 02.03 CST.,--,--,--,"$10,000.00"
,3/3/26,01:00:00,BAL,--,Cash balance at the start of the business day 03.03 CST.,--,--,--,"$10,000.00"
,3/4/26,01:00:00,BAL,--,Cash balance at the start of the business day 04.03 CST.,--,--,--,"$10,000.00"
,3/5/26,01:00:00,BAL,--,Cash balance at the start of the business day 05.03 CST.,--,--,--,"$10,000.00"
,3/6/26,01:00:00,BAL,--,Cash balance at the start of the business day 06.03 CST.,--,--,--,"$10,000.00"
,3/7/26,01:00:00,BAL,--,Cash balance at the start of the business day 07.03 CST.,--,--,--,"$10,000.00"
,3/8/26,01:00:00,BAL,--,Cash balance at the start of the business day 08.03 CST.,--,--,--,"$10,000.00"
,3/9/26,01:00:00,BAL,--,Cash balance at the start of the business day 09.03 CST.,--,--,--,"$10,000.00"
,3/10/26,01:00:00,BAL,--,Cash balance at the start of the business day 10.03 CST.,--,--,--,"$10,000.00"
,3/11/26,01:00:00,BAL,--,Cash balance at the start of the business day 11.03 CST.,--,--,--,"$10,000.00"
,3/12/26,01:00:00,BAL,--,Cash balance at the start of the business day 12.03 CST.,--,--,--,"$10,000.00"
,3/13/26,01:00:00,BAL,--,Cash balance at the start of the business day 13.03 CST.,--,--,--,"$10,000.00"
,3/14/26,01:00:00,BAL,--,Cash balance at the start of the business day 14.03 CST.,--,--,--,"$10,000.00"
,3/15/26,01:00:00,BAL,--,Cash balance at the start of the business day 15.03 CST.,--,--,--,"$10,000.00"
,3/16/26,01:00:00,BAL,--,Cash balance at the start of the business day 16.03 CST.,--,--,--,"$10,000.00"
,3/17/26,01:00:00,BAL,--,Cash balance at the start of the business day 17.03 CST.,--,--,--,"$10,000.00"
,3/18/26,01:00:00,BAL,--,Cash balance at the start of the business day 18.03 CST.,--,--,--,"$10,000.00"
,3/19/26,01:00:00,BAL,--,Cash balance at the start of the business day 19.03 CST.,--,--,--,"$10,000.00"
,3/20/26,01:00:00,BAL,--,Cash balance at the start of the business day 20.03 CST.,--,--,--,"$10,000.00"
,3/21/26,01:00:00,BAL,--,Cash balance at the start of the business day 21.03 CST.,--,--,--,"$10,000.00"
,3/22/26,01:00:00,BAL,--,Cash balance at the start of the business day 22.03 CST.,--,--,--,"$10,000.00"
,3/23/26,01:00:00,BAL,--,Cash balance at the start of the business day 23.03 CST.,--,--,--,"$10,000.00"
,3/24/26,01:00:00,BAL,--,Cash balance at the start of the business day 24.03 CST.,--,--,--,"$10,000.00"
,3/25/26,01:00:00,BAL,--,Cash balance at the start of the business day 25.03 CST.,--,--,--,"$10,000.00"
,3/26/26,01:00:00,BAL,--,Cash balance at the start of the business day 26.03 CST.,--,--,--,"$10,000.00"
,3/27/26,01:00:00,BAL,--,Cash balance at the start of the business day 27.03 CST.,--,--,--,"$10,000.00"
,3/28/26,01:00:00,BAL,--,Cash balance at the start of the business day 28.03 CST.,--,--,--,"$10,000.00"
,3/29/26,01:00:00,BAL,--,Cash balance at the start of the business day 29.03 CST.,--,--,--,"$10,000.00"
,3/30/26,01:00:00,BAL,--,Cash balance at the start of the business day 30.03 CST.,--,--,--,"$10,000.00"
,3/31/26,01:00:00,BAL,--,Cash balance at the start of the business day 31.03 CST.,--,--,--,"$10,000.00"
,4/1/26,01:00:00,BAL,--,Cash balance at the start of the business day 01.04 CST.,--,--,--,"$10,000.00"
,4/2/26,01:00:00,BAL,--,Cash balance at the start of the business day 02.04 CST.,--,--,--,"$10,000.00"
,4/3/26,01:00:00,BAL,--,Cash balance at the start of the business day 03.04 CST.,--,--,--,"$10,000.00"
,4/4/26,01:00:00,BAL,--,Cash balance at the start of the business day 04.04 CST.,--,--,--,"$10,000.00"
,4/5/26,01:00:00,BAL,--,Cash balance at the start of the business day 05.04 CST.,--,--,--,"$10,000.00"
,4/6/26,01:00:00,BAL,--,Cash balance at the start of the business day 06.04 CST.,--,--,--,"$10,000.00"

"Crypto # (Crypto offered by Charles Schwab Premier Bank, SSB) Statements"
Trade Date,Exec Date,Exec Time,Type,Ref #,Description,Commissions & Fees,Amount,Balance

 
"Total Cash $91,350.65"


Account Order History
Notes,,Time Placed,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,PRICE,,TIF,Status
,,4/6/26 12:00:42,SINGLE,SELL,-1,TO OPEN,BP,18 JUN 26,42,PUT,1.09,LMT,DAY,FILLED
,,4/6/26 11:58:44,SINGLE,SELL,-5,TO OPEN,HAL,17 APR 26,36,PUT,.42,LMT,DAY,FILLED
,,4/6/26 11:55:59,SINGLE,SELL,-5,TO OPEN,DOW,17 APR 26,39,PUT,.91,LMT,DAY,FILLED
,,3/2/26 13:57:09,SINGLE,SELL,-1,TO OPEN,JPM,17 APR 26,275,PUT,5.50,LMT,DAY,FILLED
,,2/20/26 12:09:42,SINGLE,BUY,+1,TO CLOSE,ORCL,20 MAR 26,165,PUT,21.25,LMT,DAY,FILLED
,,2/20/26 12:09:36,SINGLE,BUY,+1,TO CLOSE,QQQM,20 MAR 26,260,PUT,10.90,LMT,DAY,FILLED
,,2/6/26 11:25:44,SINGLE,BUY,+1,TO CLOSE,ORCL,20 MAR 26,165,PUT,28.55,LMT,DAY,FILLED
,,2/6/26 11:24:28,SINGLE,BUY,+1,TO CLOSE,MSFT,20 FEB 26,450,PUT,53.90,LMT,DAY,FILLED
,,1/29/26 12:24:24,DIAGONAL,SELL,-2,TO OPEN,ORCL,20 MAR 26,165,PUT,-3.49,LMT,DAY,FILLED
,,,RE #5293740659,BUY,+2,TO CLOSE,ORCL,20 FEB 26,180,PUT,DEBIT,,,
,,1/29/26 12:23:29,DIAGONAL,SELL,-2,TO OPEN,ORCL,20 MAR 26,165,PUT,-3.08,LMT,DAY,CANCELED
,,,RE #5293740659,BUY,+2,TO CLOSE,ORCL,20 FEB 26,180,PUT,DEBIT,,,
,,1/29/26 12:22:00,DIAGONAL,SELL,-2,TO OPEN,ORCL,20 MAR 26,165,PUT,-3.10,LMT,DAY,CANCELED
,,,,BUY,+2,TO CLOSE,ORCL,20 FEB 26,180,PUT,DEBIT,,,
,,1/29/26 12:19:35,DIAGONAL,SELL,-2,TO OPEN,ORCL,20 MAR 26,165,PUT,-3.08,LMT,DAY,CANCELED
,,,,BUY,+2,TO CLOSE,ORCL,20 FEB 26,180,PUT,DEBIT,,,
,,1/27/26 15:33:34,SINGLE,SELL,-1,TO OPEN,QQQM,20 MAR 26,260,PUT,6.50,LMT,DAY,FILLED
,,1/26/26 13:27:40,SINGLE,BUY,+4,TO CLOSE,NFLX,20 FEB 26,105,CALL,.14,LMT,DAY,FILLED
,,1/26/26 13:25:14,SINGLE,BUY,+2,TO CLOSE,JPM,20 MAR 26,300,PUT,9.30,LMT,DAY,FILLED
,,1/23/26 11:57:37,DIAGONAL,SELL,-2,TO OPEN,JPM,20 MAR 26,300,PUT,-3.45,LMT,DAY,FILLED
